,stim_id,Label,Type,Text,Hummingbird scores,Captum Converted,Judgment,Confidence,gpt2 ppl,gpt3 ppl
44,46,Polite,Tweet," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.6667 0.3333 0.3333 0.6667 0.3333 0.3333,-0.31 -0.07 -0.16 -0.06 0.06 -0.03 -0.01 0.6 -0.07 -0.06 0.01 -0.11 -0.08 -0.29999999999999993 -0.03 0.15 -0.17 0.0 -0.1 -0.01 -0.29 0.03 0.01 0.01 -0.31 -0.08 -0.12 -0.03 -0.01 0.01 -0.04 0.05000000000000002 -0.04 0.04 0.25 0.03 0.06 -0.08 -0.05999999999999999 0.13,Polite,0.65,nan 24.864261627197266 4.583268165588379 6.114645957946777 0.05721115693449974 0.5559775829315186 3.9067938327789307 3.0828003883361816 11.557012557983398 2.859579563140869 9.788853645324707 2.103848457336426 7.225729942321777 9.868712425231934 8.048863232135773 3.785045623779297 3.8282954692840576 4.064642906188965 0.07185728847980499 4.485727310180664 0.99617600440979 2.6729507446289062 0.6561802625656128 3.1662838459014893 1.7341254949569702 9.89180850982666 2.9636758640408516 4.025352478027344 1.653525710105896 7.2641191482543945 0.946986198425293 1.4274628162384033 15.442347526550293 8.366598457098007 6.966044902801514 0.05293985828757286 3.32887601852417 0.10282222926616669 3.9436211585998535 17.279981195926666 1.5409052968025208,12.901734239668576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45,47,Polite,SE,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.6667 0.6667 1.0 1.0 0.6667 0.6667 0.6667,0.18333333333333335 -0.11 0.06 0.03 0.55 0.12 0.06 0.06 0.03 0.07 -0.14 0.0050000000000000044 -0.016666666666666666 -0.05 0.0 -0.05 0.02 -0.04 -0.03 0.21999999999999997,Impolite,0.3,nan 6.395533561706543 4.189244747161865 3.5999252796173096 10.557443618774414 6.805154800415039 2.0729856491088867 1.8682334423065186 9.62994384765625 5.321126937866211 0.03900573402643204 9.467182159423828 4.4759521484375 3.7940282821655273 0.05438048020005226 6.251880645751953 1.6813545227050781 2.6883363723754883 2.5769757628440857 6.929016053676605,0.15243967300608352 0.00030880856617326755 0.031815502754063515 0.03552286163694853 3.607627900062632e-05 0.0029265793362457373 0.03248844471822016 0.1464257214386734 0.010012662243489779 0.015245823229997969 0.9237661387183236 0.41322359529763997 0.14218415129115605 0.03794309657955284 0.9660966326243927 0.09746828850352676 0.2755897312919378 0.15475674220471672 1.0403718345959987 0.9562609030755683
46,48,Polite,SE,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.3333 0.0 0.0 0.3333 0.3333 0.0 0.3333 0.3333 0.3333 0.6667 0.3333 0.3333,-0.41 0.06 0.05 0.18 0.01 -0.35 0.08 0.16 -0.07 -0.15 -0.24 0.04 -0.37 -0.16 -0.05 0.2 -0.4 -0.22 0.09 0.030000000000000002 0.19 0.06 0.03 -0.21 -0.01 0.22999999999999998 -0.05 -0.049999999999999996 -0.21 0.0 -0.09 -0.2 -0.09,Polite,0.99,nan 1.434098482131958 2.1220998764038086 6.23639449942857 3.041386127471924 9.486599683761597 1.2024877071380615 4.312178714666516 3.582927942276001 1.7681225538253784 2.886847734451294 1.0822293758392334 0.697027862071991 3.5297021865844727 1.8523576259613037 7.975356578826904 6.869421064853668 7.588000774383545 0.34038883447647095 0.16000637784600258 1.3825616836547852 5.331916809082031 2.6113173961639404 3.1442370414733887 1.8203526735305786 3.575029836734757 4.533690452575684 11.151787281036377 6.089184761047363 0.5640921592712402 2.949385166168213 0.4656112790107727 3.229280948638916,0 0.21158203147893845 0.1959059856262407 1.149031925573753 0.057128834916700844 0.1258380330675423 0.5039363039243566 0.9530530837779595 0.040626516898066116 0.09727765176349162 0.02604297554314364 0.4735914257449017 0.4645941268639741 0.0479644772185109 0.37828463654389244 0.48541362718166564 0.37074198080648607 0.0005886230277567059 0.49021319042422123 1.7749884126556035 0.26949315172362887 0.037246745764488755 0.28771942282936236 0.022665491713200776 0.24067827400085393 1.005383043410446 0.01330499167842341 0.1341819628735291 0.03189499111048897 0.9249142393353463 0.2972255502345838 0.8196414175796753 1.2573994843139036
47,49,Polite,SE,"Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.95 0.045 0.02 0.04 0.0049999999999999975 -0.04 0.01 -0.02 0.07 0.01 -0.05 0.05 0.03 -0.06 -0.02 0.006666666666666667 -0.21 0.06 0.02 0.0 -0.08 -0.09 0.01,Polite,0.98,nan 9.67007827758789 6.841716289520264 1.87969172000885 7.909837484359741 6.143674850463867 11.047690510749817 4.494038105010986 2.257228136062622 3.8370540142059326 3.871612071990967 3.6855714321136475 9.736923813819885 3.8015120029449463 0.048826903104782104 3.648615322075784 7.349071025848389 11.333932876586914 2.011596202850342 2.6164722442626953 0.024637926369905472 0.6330520510673523 0.2056062314659357,0 0.17137116887353118 0.00024795308576417444 0.17583088967140179 0.1580687954659006 0.002282435053516696 0.5486035861600519 0.0006924496708616612 0.1059120231255468 0.07369639466847806 0.026212926815166668 0.053813893589281875 0.352920998199708 0.051579808046879824 0.952462801773545 1.232036719448239 3.739790018148688e-05 3.481956905726249e-05 0.010777564140789878 0.39042796318403694 0.9089776614219229 0.775208905863163 1.9047352127553945
48,50,Polite,Tweet,@marcdeacon_ Happy Birthday Marc have a good one! Xx,0.0 1.0 1.0 0.3333 0.0 0.0 0.0 0.0 0.0,0.15833333333333335 0.35 0.48 0.03 0.06 -0.11 -0.18 0.13 -0.33,Polite,0.9,nan 10.600700378417969 2.435161590576172 8.032451629638672 10.624429702758789 1.4358737468719482 2.139112949371338 1.8819345831871033 9.5999116897583,0.100779784086285 6.324484681186631e-06 0.16849634850803347 0.09499424197575787 0.0019413598458297497 0.805594310532754 0.04120988599810813 0.4679913691334709 0.16831469919323958
49,51,Polite,Tweet,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.6667 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.3333 0.0 0.0 0.3333 0.3333 1.0 0.0,0.20500000000000002 0.03666666666666666 0.48 0.10400000000000001 -0.12 0.03 0.035 0.023333333333333334 0.26 -0.37 -0.01 0.09 -0.02 0.1 -0.14 -0.08 0.04 0.08 0.04 -0.1 -0.02 0.0 -0.09,Polite,0.95,nan 40.56903123855591 7.966826438903809 22.443610727787018 5.033802032470703 0.2541416585445404 15.6329824924469 8.603301644325256 9.70269775390625 0.9142174124717712 1.2760913372039795 1.4397224187850952 4.972487449645996 18.08732318878174 10.5050630569458 16.278249263763428 10.289602279663086 2.0820236206054688 4.2569074630737305 1.7132253646850586 0.28231385350227356 3.114741086959839 11.273491859436035,0.11446363498623693 0.1801832306615101 2.4869021117309074 1.2863933507554652 0.002657679248435648 0.640240315589321 0.08973169444976173 0.2105071209401986 3.5308211524021986e-05 0.1579884578825212 0.4670588089558557 0.2459788800969027 0.18137671722632492 0.10180175683500986 0.28169795071631154 5.757181649287563e-06 8.470253733714513e-05 0.6715170784893322 0.034808258748449006 0.39850019157966515 0.8731582570660862 0.03257730169957621 6.579472388240157e-06
50,52,Polite,Tweet,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,0.3333 0.0 0.0 0.6667 0.6667 0.6667 0.0 0.0 0.0 0.0 0.6667 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333,0.97 -0.12 0.05 0.03666666666666667 -0.01 0.14 0.02 0.0 0.0 0.060000000000000005 0.02 0.02 0.0 -0.01 0.01 -0.01 0.0 0.02 -0.04 0.0 -0.005,Polite,0.91,nan 13.290568351745605 6.317962169647217 4.786428928375244 6.327697277069092 2.115827798843384 7.18908166885376 3.201670033391565 7.489163398742676 4.906327486038208 6.144189834594727 4.124123573303223 1.0971614122390747 3.7769851684570312 1.5790413618087769 7.705879211425781 3.3937888145446777 2.0649263858795166 2.152357339859009 2.1774120330810547 2.077558159828186,0 1.875838122029869e-06 0.0014671911329479483 0.19603416921188838 0.01510343013047188 0.40034811213941107 0.9996311959821478 0.03352155882914901 5.839647672508135e-05 1.0494929710155658 0.0025293943304027897 0.3676704346798443 0.886606176672187 0.09213474996394444 0.8119244946729319 0.0012470169746339754 0.20297698109308837 0.1604653897263587 0.3103396922442915 0.021505505647556693 1.0095870632646007
51,53,Polite,Tweet,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.3333 0.6667 0.3333 0.3333 1.0 0.0,0.27 0.13 0.17 0.13 -0.03 0.095 -0.010000000000000002 -0.00799999999999999 0.08800000000000001 0.07 0.02 0.05499999999999999 0.04 -0.06 0.26 0.05,Polite,0.97,nan 1.434098482131958 2.1220998764038086 7.179416656494141 6.405868053436279 12.226853847503662 61.21274757385254 10.594974994659424 33.56703519821167 1.2219995260238647 6.427333831787109 6.528902530670166 8.688589096069336 0.13671091198921204 0.6100896596908569 9.279335021972656,0 0.21166945407203577 0.19628203499456723 0.00017940028853635252 0.010486062337691508 0.5591622645273847 0.21415887521929952 0.3592133099491325 0.000591870675791211 0.9743375936531473 0.9887847066242587 0.8964683415014736 0.0746287766630393 0.9852616505585287 0.7718058887627831 1.0133962095864162
52,54,Polite,SE,"I will understand if you decline, but would very much like you to accept.  May I nominate you?",0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.3333 0.6667 0.3333 0.6667 0.3333,0.29 0.21 -0.06 0.19 0.49 -0.14 0.02 0.03 0.31 0.18 -0.09 0.29 -0.21 0.04000000000000001 -0.08 -0.04 -0.09 -0.25,Polite,0.96,nan 4.260039329528809 7.21211576461792 1.5472813844680786 0.41812053322792053 9.276831150054932 0.8316208124160767 5.86161994934082 7.213476657867432 0.037847910076379776 0.7755434513092041 2.899115562438965 0.03979558125138283 13.664991855621338 7.088395595550537 0.5806432366371155 9.057663917541504 5.378690958023071,0 0.005268803405448748 0.0005427044376190135 0.18026103214537417 0.7657235080117007 0.14276272637990245 0.42889244604781707 0.007687981605053161 0.02833727509036286 0.9925325714275813 0.06761235813455954 0.05972688648992198 0.9649562137740562 0.32103449250249677 4.9066649019235145e-05 0.9344566047774521 4.97005777589842e-05 0.9985998483413574
53,55,Polite,Tweet,"@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!",0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.6667 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-0.09 0.0 0.01 0.04 0.04 -0.08 -0.03 0.19 0.05 0.095 0.03 -0.09 -0.06 0.31 0.36 -0.11 -0.21 0.05 0.0 0.0 0.0 0.02500000000000001,Impolite,0.18,nan 19.625953257083893 3.840588331222534 2.7686803936958313 6.090612173080444 8.147344589233398 1.9565389156341553 6.4291945695877075 5.891767978668213 13.678638458251953 8.489818572998047 2.557621955871582 3.383939743041992 6.062768936157227 5.971667289733887 4.21671199798584 5.099167346954346 1.2601341009140015 2.7861859798431396 1.2789177894592285 2.0086333751678467 9.45535922050476,0.2723640351010383 0.00026639323866680195 0.01619939634649666 1.015751750661281 0.13263608202581517 0.00044173120250815397 0.3634543770734216 0.14163036433931797 0.006601713970566856 0.5750348450120139 0.7044738689194115 0.8668955000270079 0.5388643551224988 0.6402210057320924 0.0294564022094451 0.039382906578528006 0.008902554686554836 0.3343697039872837 0.06171773192346303 0.7043589504265924 0.6202397699353086 0.2753533221021615
54,56,Polite,Tweet,@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?,0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.24 0.12499999999999999 0.02666666666666667 -0.2 0.03 0.13 -0.12 0.13 -0.18 0.1 0.36 -0.04 -0.23 -0.17 -0.24 -0.09 -0.22500000000000003,Impolite,0.97,nan 19.668514728546143 6.138500928878784 6.125184535980225 1.8145374059677124 5.62239146232605 10.47968864440918 0.5325562357902527 3.648603677749634 4.713656425476074 2.586258888244629 1.6193528175354004 2.989659070968628 1.8927496671676636 7.871992588043213 1.7228204011917114 3.666653335094452,0.5695798690665559 0.0003277163861501085 0.21933915800865023 0.001629177488179508 0.44365778865502303 0.11879019747518321 2.7755875790150952e-05 0.8511214041568277 0.016576280350685115 0.0092659489628984 0.06102292290930696 0.6921362636224728 0.05738373948629823 0.10782900431188293 1.7525475372836668e-05 0.44223971601252937 0.35662103122251454
55,57,Polite,SE,More important than how they work is how to shut them down.  Any tips on what the recipient of such a message should do?,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.24 0.05 -0.03 0.01 0.11 -0.08 0.02 0.01 0.01 -0.14 -0.27 0.19333333333333333 0.29 -0.15 -0.05 0.14 -0.08 0.02 -0.18 0.02 0.0 0.06 -0.22 0.48,Impolite,0.66,nan 5.223438739776611 1.457256555557251 4.310448169708252 3.123918056488037 4.92262601852417 0.816778838634491 1.0018408298492432 4.481296539306641 8.868734359741211 0.2803927958011627 8.395452558994293 6.575370788574219 10.360247611999512 1.592134714126587 3.206782102584839 4.701465606689453 10.573966026306152 2.159325122833252 3.6902761459350586 0.7945732474327087 1.9768133163452148 0.9449190497398376 0.9940553233027458,0 0.026370445092885022 0.21388153329017154 0.012264413762608018 0.026760959195194108 0.030542176944097502 0.5928963407918723 0.11321238625331528 0.0557931263987834 0.00016677332548212085 0.9254538390331439 0.8301702694795284 0.000737885864849163 0.013824024425929702 0.20639839945154997 0.014618936063251223 0.017921395510456024 5.843030350911127e-06 0.1500981148072811 0.08871544309763055 0.5327243529686715 0.1623359216887847 0.6206748283710765 1.4450745942627157
56,58,Polite,SE,"Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-0.045000000000000005 0.2 -0.22 0.13 -0.06 -0.05 -0.31 -0.15 -0.39 0.03 -0.19 -0.14 0.03 -0.46 -0.34 -0.1 -0.275,Impolite,0.98,nan 3.9883201122283936 3.5861825942993164 11.52442741394043 9.403691291809082 3.991980940103531 1.2428898811340332 3.087918281555176 1.4007530212402344 7.9535040855407715 1.6832389831542969 2.1049747467041016 11.698288917541504 4.910890579223633 1.5600759983062744 0.07093914598226547 1.0564329326152802,0.26461019452030154 0.010233501294995985 0.10045342416995465 1.1260889893221587e-06 0.2630290709890748 0.06409575127587315 0.33380696572909885 0.24653736865780196 0.3083625123397466 0.0006497141896534904 0.18390626141827718 0.18847422855161072 0.5086568831766982 0.0029298425341742263 0.3019873952684472 0.9685994033551836 1.5397775007962236
57,59,Polite,SE,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",0.6667 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333,-0.4 -0.15 0.02 0.48 -0.07 -0.11 -0.02 0.02 0.19 0.11000000000000001 0.23 -0.53 0.03 0.06 -0.09 0.1 -0.03 -0.06 -0.07 -0.12 -0.09 0.04 -0.18 0.005 0.01 -0.06 0.01 -0.02 -0.01 0.12 -0.01 -0.05 0.020000000000000004,Impolite,0.97,nan 0.07551827281713486 0.911641001701355 9.613678932189941 1.4476922750473022 12.193531036376953 13.213409386575222 3.3167901039123535 2.621615171432495 4.680343687534332 1.4141385555267334 7.74382209777832 0.96949303150177 2.3245556354522705 5.906244277954102 2.515439987182617 0.16127531230449677 2.7725589275360107 2.149477481842041 1.622881531715393 1.1657938957214355 1.1111797094345093 3.817807912826538 4.194971442222595 0.4258231818675995 7.559370994567871 3.4468679428100586 7.9202423095703125 3.229170322418213 0.9635984301567078 3.385094165802002 1.6845003366470337 5.4670469760894775,0 0.9223442703007807 0.3828237800461912 4.5187773748750794e-05 0.391759440405744 0.16139499472396657 3.3462982492992905 0.018236357732390605 0.3495294351886999 0.5166800810962087 0.3747105941112449 9.544265137669276e-05 0.4337705375602128 0.4892453877181274 0.001144880859761301 0.36539047598709157 0.8638325472630537 0.081684909534212 0.16328624729077523 0.5278586708237505 0.6254884215236841 0.24654841377932668 0.1430828708705274 0.5649483809384437 0.647650331600688 0.00012014550596723126 0.038522530540968526 0.02361211148676963 0.10962545256470238 0.9025725537857446 0.033981949241755564 0.7517051497630332 0.7551209322746056
58,60,Polite,SE,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0,-0.135 0.17 -0.36 -0.13 -0.06 0.019999999999999997 0.15333333333333332 0.08 -0.02 -0.34 -0.04 -0.06 0.0 0.13 -0.28500000000000003 -0.26 -0.2 -0.03 -0.05 -0.12 -0.14 -0.32 -0.21 -0.21 -0.135,Impolite,0.99,nan 3.7654833793640137 0.6460044384002686 1.6469342708587646 5.344607830047607 9.108632564544678 6.2631285190582275 1.7973557710647583 0.13581202924251556 2.5642924308776855 1.3237216472625732 4.4942121505737305 6.455201148986816 1.6260164976119995 12.784637928009033 4.968023300170898 1.0500527620315552 2.39577317237854 3.300618886947632 2.3392863273620605 0.05566975474357605 7.466240882873535 1.5333253145217896 0.4192940294742584 0.6940821036696434,0.6092966620978235 0.015753128476609184 0.5427295008410594 0.26346037547831047 0.0024830297277864716 0.16147706858466523 0.0347115593797398 0.05122923058399739 0.9208920400094619 0.15560866206330315 0.20164710788843543 0.005820576308861547 0.0002791341687938646 0.15210710015065418 0.017429529423332105 0.0225124475117186 0.5820097958703451 0.13490732739615555 0.08279162252036235 0.9606002466354391 0.9819501359224171 0.00026779815880291805 0.8027520117040661 0.9121185986346736 1.6611535779001918
59,61,Polite,Tweet,Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,0.6667 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 1.0 0.0 0.0 0.0 0.0 0.0,0.86 0.02 -0.04 0.26 -0.04 -0.05 0.07 0.03 0.06 0.06 0.03 0.06 0.44000000000000006 0.16999999999999998 0.07 -0.11 0.06 -0.09 0.01,Impolite,0.84,nan 4.160062789916992 3.8709797859191895 2.341667890548706 3.989812135696411 4.869856834411621 7.052213191986084 1.8351954221725464 6.638474464416504 0.5596696734428406 1.6319270133972168 7.178592205047607 30.222670555114746 18.64531946182251 20.312522888183594 46.19643998146057 5.845935344696045 23.744840383529663 31.331002831459045,0 0.029522127856142236 0.015694519562815062 0.16429849730903553 0.17103629389504457 0.035542255306881064 0.00011077792902706307 0.07562026319733128 0.011797719840954417 0.5412621239547037 0.39848532779973045 0.0008059768805904487 0.10922265975416556 0.1255036706536641 0.0582758588660321 1.4350219648725744 1.1223865356705287 1.4749925092785419 1.1845926540518252
60,62,Polite,SE,Hi - how's it going?  Do you need more time?,0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0,0.91 0.23 0.17 0.06 0.08 -0.12 -0.09 -0.02 -0.23 -0.04000000000000001,Impolite,0.98,nan 6.762569904327393 7.884682655334473 0.9422181844711304 7.404365733265877 4.88184118270874 0.11540312319993973 3.066865921020508 3.9122154712677 4.306487560272217,0 0.0026986392891159344 0.023737009228066992 0.6161486497691402 1.8832315848238435 8.290990679562737e-05 0.9886588818888914 0.05436817579881074 0.004600584124324553 0.2591525508163162
61,63,Polite,Tweet,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml,0.0 0.0 0.0 0.3333 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333,-0.11 0.02 0.12 0.63 -0.29 -0.01 0.07 -0.07 0.0 0.05 -0.020000000000000004 -0.03 0.41 -0.07 -0.05 -0.09 0.23 0.02 0.11 -0.06 -0.02 -0.01 0.29000000000000004 -0.38 0.09 0.009999999999999995,Impolite,0.97,nan 3.1060709953308105 4.916310787200928 6.754044532775879 2.3304597134701908 2.936743974685669 1.2019468545913696 2.3507065773010254 7.132419109344482 12.8531494140625 5.012649804353714 0.784049391746521 7.528378963470459 4.127290725708008 2.7365922927856445 13.924222946166992 0.20042716711759567 0.7158166170120239 2.0571775436401367 1.0070350170135498 5.190305233001709 2.8231277465820312 3.049704432487488 2.9390668869018555 1.4555606357753277 18.176984786987305,0 0.06288132872258984 0.0043506692288584345 0.9991477189962825 0.05641147408195823 0.017694075729083224 0.24677892095970855 0.09161365008582396 0.002339929683149842 0.9990416555844294 0.0027716080604094605 0.5013720694175012 0.0842298154080676 0.015927044543302158 0.14683694874841052 0.8984875403497542 0.9786778410640966 0.7228482125587425 0.20128899851815396 0.7559892972345295 0.007277444562723221 0.20854611231787312 1.1955988691608614 0.12706066873680466 1.190206037279569 0.0031598232348875963
62,64,Polite,SE,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?",0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.7699999999999999 0.05 -0.08 0.03 0.03 0.0 -0.01 0.11000000000000001 0.02 -0.04 0.03 0.0 -0.02 0.04 -0.01 -0.05 0.03 0.03 0.02 0.0 0.01 0.07 0.07 0.0 -0.01 0.0 0.019999999999999997 -0.02 -0.02 0.06999999999999999 -0.04 -0.1 0.48 -0.13 0.07 -0.02 -0.01 -0.03 0.02 -0.03 0.04 -0.01 0.02 -0.02 -0.02 -0.07 0.04 -0.01 -0.03,Impolite,0.91,nan 2.379619598388672 6.003336429595947 22.271421909332275 4.446907043457031 7.773401260375977 8.053604125976562 10.53785640001297 1.0816824436187744 5.5153913497924805 1.1864737272262573 4.735654354095459 2.079716205596924 1.3754218816757202 10.233094215393066 5.901397138834 7.336359024047852 12.11864948272705 2.8480992317199707 8.137182474136353 7.815047740936279 4.681585907936096 3.051552414894104 0.14937402307987213 1.6057543456554413 4.302280426025391 11.560415796935558 5.6797637939453125 3.7488536834716797 17.354795396327972 4.830331802368164 0.8175336718559265 3.0586366653442383 4.231747627258301 4.914536476135254 8.897083282470703 1.4051628112792969 3.1731295585632324 0.7408899664878845 4.8578691482543945 1.9792776107788086 3.977978229522705 0.5793061256408691 3.1137735843658447 1.5016343593597412 8.693731307983398 10.665411949157715 3.4678564071655273 9.921362698078156,0.6123054130609922 0.08706142282084268 0.008710034736574657 0.7060354496460693 0.05381474385551769 8.84711542286399e-05 0.0007457694901098236 0.9404659054073654 0.08323140819893741 0.13021044886608937 0.16581147977278407 0.11116526623056733 0.3478914058713049 0.10831660636786625 0.025000298215277814 0.9344214979022973 0.0006608423161834196 2.2890034724015435e-06 0.13699367802797033 0.10566875265224962 0.00010074963298226985 0.4736369250144589 0.6047444250265848 0.9501800224729083 1.1378110043769505 0.31514620656953485 1.5981527175182948 0.9602871381527168 0.14309745175795271 1.2108409404326965 0.08575978402740311 0.4787417552717795 0.04281838981931305 0.04842444649035699 0.06768728030168558 0.00010599093355609372 0.24633864106145226 0.5141593202393371 0.8689461877260657 0.002097467530160382 0.3561173384675923 0.1534214299502543 0.5394841897978556 0.4791745418253607 0.23759182467954165 0.00806823122323919 8.087216118667468e-06 0.29191138464953725 1.753799208469119
63,65,Polite,SE,Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,0.6667 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333,-0.19 -0.02 0.22 0.18 0.01 0.08 -0.05 -0.05 -0.08 0.08 0.03 0.05 -0.16 -0.08 -0.42 -0.29 -0.12 -0.1 -0.49 0.10999999999999999,Impolite,0.97,nan 0.07551827281713486 0.911641001701355 1.5125608444213867 4.842255592346191 5.715033292770386 8.202454566955566 6.406828880310059 0.3726857602596283 1.4122915267944336 1.649700403213501 3.8380227088928223 6.343151092529297 3.0910391807556152 11.4974946975708 2.604024887084961 0.30978307127952576 1.038374662399292 2.2007029056549072 0.5236794352531433 8.782646477222443,0 0.9223528573659099 0.38363913148697554 0.39330450313158133 0.014742040042496504 0.37579488268537714 6.155873403049003e-07 0.0008070499465288926 0.6806882229900472 0.3393014614333768 0.2471324873809752 0.027353838845006785 0.011817658299981144 0.021122767326726702 2.1437852135956532e-06 0.4732755509331997 0.5881881319273032 0.2478825831432338 0.033601821573011205 0.4278198428225879 0.9523004442881425
