stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
51,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",Polite,"['sorry for', 'the late', 'greeting¬†', 'to have a pleasant +']","['@apinknumjoo', 'Hello,', 'namjoo', 'unnie!', 'paradox.', ""i'm deeply"", 'the late', 'greeting¬†', 'wishing you']","['Hello,', 'namjoo', 'unnie!', 'paradox.', ""i'm deeply"", 'greeting¬†', 'Chaey is', 'wishing you']","['wishing you', 'to have a pleasant +']",[],"['@apinknumjoo', 'unnie!', 'Chaey is', 'wishing you']","['@apinknumjoo', 'Hello,', 'namjoo', 'Welcome to', ""i'm deeply"", 'sorry for', 'the late', 'greeting¬†', 'Chaey is', 'wishing you']","['@apinknumjoo', 'Welcome to', 'sorry for', 'the late', 'Chaey is', 'to have a pleasant +']","['unnie!', 'paradox.', 'to have a pleasant +']","['@apinknumjoo', 'unnie!', 'Welcome to', 'sorry for', 'the late', 'to have a pleasant +']","['@apinknumjoo', 'unnie!', 'Welcome to', 'paradox.']","['@apinknumjoo', 'unnie!', 'Welcome to', 'paradox.']",[],"['Hello,', 'Welcome to', 'paradox.', ""i'm deeply"", 'sorry for', 'the late', 'greeting¬†', 'Chaey is']","['@apinknumjoo', 'Welcome to', 'paradox.', 'sorry for']","['Hello,', 'unnie!', 'paradox.', ""i'm deeply"", 'sorry for', 'the late', 'greeting¬†', 'Chaey is', 'wishing you']","['paradox.', ""i'm deeply"", 'Chaey is']",[]
52,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,Polite,"[""I'm having"", 'trouble', 'picturing it', 'chance you']","['Hey Sai -', ""I'm having"", 'picturing it', 'Any', 'chance you']","['Hey Sai -', ""I'm having"", 'trouble']","['Hey Sai -', 'picturing it', 'my head.', 'chance you', 'have a design', 'or a sketch for it?']",[],"['Hey Sai -', ""I'm having"", 'trouble', 'picturing it', 'my head.', 'or a sketch for it?']","[""I'm having"", 'picturing it', 'my head.']","['Hey Sai -', ""I'm having"", 'trouble', 'picturing it', 'my head.', 'Any', 'have a design', 'or a sketch for it?']","['Hey Sai -', 'trouble', 'Any', 'chance you', 'have a design', 'or a sketch for it?']","['Hey Sai -', ""I'm having"", 'trouble', 'picturing it', 'my head.', 'Any', 'chance you', 'have a design', 'or a sketch for it?']","['Hey Sai -', 'chance you', 'or a sketch for it?']","['Hey Sai -', 'trouble', 'my head.', 'chance you', 'or a sketch for it?']",[],"['Hey Sai -', ""I'm having"", 'my head.', 'have a design']","['Hey Sai -', ""I'm having"", 'trouble', 'my head.']","['Hey Sai -', ""I'm having"", 'trouble']","['Hey Sai -', ""I'm having"", 'trouble', 'picturing it', 'chance you', 'have a design', 'or a sketch for it?']",[]
53,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,Polite,"['Happy to', 'connect :) have', 'a great', 'Tuesday.']","['Thanks for', 'the recent', '@discoverdelicio', 'Happy to', 'connect :) have', 'Tuesday.']","['follow', '@discoverdelicio', '@johnmilley58', '@OrbeauCustomer', 'Happy to', 'connect :) have']","['Thanks for', 'the recent', '@discoverdelicio', 'Tuesday.']",[],"['the recent', '@discoverdelicio', '@johnmilley58', '@OrbeauCustomer', 'Happy to', 'connect :) have', 'a great']","['Thanks for', 'the recent', 'follow', '@discoverdelicio', '@OrbeauCustomer', 'Happy to', 'connect :) have', 'a great', 'Tuesday.']","['Thanks for', 'the recent', 'follow', '@discoverdelicio', '@johnmilley58', 'a great']",['@johnmilley58'],"['Thanks for', 'the recent', 'follow', '@discoverdelicio', '@johnmilley58', 'a great']","['Thanks for', 'the recent', 'follow', '@johnmilley58', '@OrbeauCustomer', 'a great']","['Thanks for', 'follow', '@discoverdelicio', '@johnmilley58', '@OrbeauCustomer', 'Happy to', 'a great']",[],"['Thanks for', 'the recent', 'follow', '@discoverdelicio', '@OrbeauCustomer', 'Happy to', 'connect :) have', 'a great']","['Thanks for', 'the recent', 'follow', '@discoverdelicio', '@johnmilley58', 'Happy to', 'connect :) have', 'a great']",[],"['@OrbeauCustomer', 'a great']",[]
54,"I will understand if you decline, but would very much like you to accept.  May I nominate you?",Polite,"['I will understand', 'very much like', 'May I', 'nominate you?']","['I will understand', 'if you decline,', 'but would', 'very much like', 'you to accept.¬†']","['you to accept.¬†', 'nominate you?']","['I will understand', 'if you decline,', 'but would', 'very much like', 'you to accept.¬†', 'May I', 'nominate you?']",[],"['but would', 'May I']","['I will understand', 'but would', 'May I', 'nominate you?']","['I will understand', 'but would', 'you to accept.¬†']","['if you decline,', 'very much like', 'you to accept.¬†']","['I will understand', 'but would', 'you to accept.¬†']","['I will understand', 'but would', 'very much like']","['I will understand', 'but would', 'very much like']",[],"['if you decline,', 'but would', 'May I']","['if you decline,']","['I will understand', 'if you decline,', 'May I']",['I will understand'],[]
55,"@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!",Polite,"[""you're hilarious"", 'and smart.', 'is brilliant.', 'Please']","['All that said,', 'and smart.', 'Lovett or', 'is brilliant.', 'Please', 'a live', 'Florida!']","['All that said,', ""you're hilarious"", 'Lovett or', 'Leave It', 'Please', 'Florida!']","[""you're hilarious"", 'Leave It', 'come do', 'Florida!']",[],"['@jonlovett', 'is brilliant.', 'a live', 'show in']","['@jonlovett', 'All that said,', 'and smart.', 'Lovett or', 'Leave It', 'Please', 'come do', 'a live']","['@jonlovett', 'All that said,', 'Lovett or', 'Leave It', 'Please', 'a live']","[""you're hilarious"", 'is brilliant.', 'show in', 'Florida!']","['@jonlovett', 'a live']","['@jonlovett', 'show in']","['@jonlovett', ""you're hilarious"", 'show in']",[],"['All that said,', 'and smart.', 'Lovett or', 'Leave It', 'is brilliant.', 'Please', 'come do', 'show in', 'Florida!']","['All that said,', ""you're hilarious"", 'and smart.', 'is brilliant.', 'come do', 'show in', 'Florida!']","['@jonlovett', 'All that said,', 'Leave It', 'is brilliant.', 'Please']",[],[]
56,@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?,Polite,[],"['@svante -', ""I'm fine"", 'feedback on']","[""I'm fine"", 'Care to']","['give any', 'feedback on', 'what I SHOULD', 'be using?']",[],"['give any', 'feedback on', 'what I SHOULD', 'be using?']","['@svante -', 'Care to', 'give any', 'feedback on']","['@svante -', 'with that!', 'feedback on', 'be using?']","[""I'm fine"", 'with that!', 'what I SHOULD', 'be using?']","['@svante -', 'with that!', 'feedback on', 'be using?']","['@svante -', ""I'm fine"", 'with that!', 'feedback on', 'what I SHOULD', 'be using?']","['@svante -', ""I'm fine"", 'with that!', 'feedback on', 'what I SHOULD', 'be using?']",[],"['@svante -', ""I'm fine"", 'with that!', 'Care to', 'give any', 'feedback on', 'what I SHOULD', 'be using?']","['@svante -', ""I'm fine"", 'Care to', 'feedback on', 'what I SHOULD', 'be using?']","[""I'm fine"", 'what I SHOULD', 'be using?']",[],[]
57,More important than how they work is how to shut them down.  Any tips on what the recipient of such a message should do?,Polite,[],"['More important than', 'how they work', 'down.¬†', 'Any tips on what', 'should do?']","['down.¬†', 'the recipient']","['More important than', 'how they work', 'is how to shut them', 'down.¬†', 'the recipient', 'of such a message', 'should do?']",[],['down.¬†'],"['how they work', 'is how to shut them', 'Any tips on what', 'the recipient', 'should do?']","['More important than', 'is how to shut them', 'Any tips on what', 'the recipient']","['More important than', 'down.¬†', 'of such a message']","['More important than', 'how they work', 'is how to shut them', 'down.¬†', 'Any tips on what', 'the recipient', 'of such a message']","['how they work', 'is how to shut them', 'down.¬†', 'of such a message']","['how they work', 'is how to shut them', 'down.¬†', 'of such a message']",[],"['More important than', 'how they work', 'is how to shut them', 'down.¬†', 'Any tips on what', 'the recipient', 'of such a message']","['More important than', 'how they work', 'is how to shut them', 'down.¬†', 'Any tips on what', 'the recipient', 'of such a message']","['More important than', 'how they work', 'is how to shut them', 'Any tips on what']","['More important than', 'how they work', 'is how to shut them', 'of such a message']",[]
58,"Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",Polite,"['Thanks,']",['Angel'],"['Angel', 'Mendez will', 'portal. What']","['Thanks,', 'I think', 'be a good', 'story for the', 'do you think?']",[],"['Thanks,', 'I think', 'story for the', 'portal. What', 'do you think?']","['Thanks,', 'I think', 'Angel', 'Mendez will', 'be a good', 'do you think?']","['Thanks,', 'I think', 'Mendez will', 'be a good', 'portal. What']","['story for the', 'portal. What']","['Thanks,', 'I think', 'Angel', 'Mendez will', 'story for the', 'portal. What']","['Thanks,', 'Angel', 'Mendez will', 'story for the', 'do you think?']","['Thanks,', 'Angel', 'Mendez will', 'story for the', 'do you think?']",[],"['Thanks,', 'I think', 'Angel', 'Mendez will', 'be a good', 'story for the']","['Thanks,', 'I think', 'Angel', 'Mendez will', 'story for the']","['be a good', 'story for the', 'portal. What', 'do you think?']","['Thanks,', 'I think', 'Angel', 'Mendez will', 'be a good', 'story for the', 'portal. What', 'do you think?']",[]
59,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",Polite,"['Thank you', 'acceptable?']","['for removing', '""Deletion"""" from my""', 'post. I', 'that I am using', 'acceptable?']","['""the """"Speedy""', '""Deletion"""" from my""', 'still', 'are the sources']","['for removing', 'realise that I', 'more', 'work on', 'the post', 'itself, but', 'are the sources', 'that I am using', 'acceptable?']",[],"['""the """"Speedy""', 'post. I', 'more', 'itself, but']","['Thank you', 'for removing', '""the """"Speedy""', '""Deletion"""" from my""', 'post. I', 'realise that I', 'still', 'need to do', 'more', 'work on', 'the post', 'itself, but', 'are the sources', 'that I am using']","['Thank you', '""Deletion"""" from my""', 'need to do', 'more', 'work on', 'the post', 'itself, but', 'acceptable?']",['acceptable?'],"['""the """"Speedy""', '""Deletion"""" from my""', 'need to do', 'more', 'work on', 'the post', 'itself, but']","['""the """"Speedy""', '""Deletion"""" from my""', 'still', 'need to do', 'more', 'work on', 'the post', 'itself, but']","['""the """"Speedy""', '""Deletion"""" from my""', 'still', 'need to do', 'more', 'work on', 'the post', 'itself, but']",[],"['Thank you', 'for removing', '""Deletion"""" from my""', 'post. I', 'realise that I', 'still', 'need to do', 'more', 'work on', 'the post', 'itself, but', 'are the sources', 'that I am using']","['Thank you', '""the """"Speedy""', '""Deletion"""" from my""', 'still', 'need to do', 'more', 'work on', 'the post', 'itself, but', 'are the sources', 'that I am using']","['Thank you', 'for removing', '""the """"Speedy""', '""Deletion"""" from my""', 'post. I', 'realise that I', 'need to do', 'work on', 'the post']","['""Deletion"""" from my""', 'need to do', 'work on', 'the post']",[]
60,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",Polite,"['is a nice', ""I'd love to"", 'it possible for']","['Yes, this', 'illustration.', ""I'd love to""]","['illustration.', 'code; is']","['illustration.', ""I'd love to"", 'have a look of the', 'code; is', 'it possible for', 'you to mail', 'it to me?']",[],"[""I'd love to"", 'it possible for']","['Yes, this', 'illustration.', ""I'd love to"", 'code; is', 'it possible for', 'you to mail', 'it to me?']","['Yes, this', 'illustration.', ""I'd love to"", 'code; is', 'it possible for', 'you to mail']","['is a nice', 'have a look of the']","['Yes, this', 'illustration.', 'code; is', 'it possible for', 'you to mail']","['is a nice', 'illustration.', 'code; is', 'you to mail']","['illustration.', 'code; is', 'you to mail']",[],"['Yes, this', 'is a nice', 'illustration.', ""I'd love to"", 'have a look of the', 'code; is', 'it possible for', 'you to mail', 'it to me?']","['is a nice', 'illustration.', ""I'd love to"", 'have a look of the', 'code; is', 'it to me?']","['Yes, this']",[],[]
61,Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,Polite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
62,Hi - how's it going?  Do you need more time?,Polite,"['going?¬†', 'Do you need']","['Hi -', ""how's it"", 'going?¬†']","[""how's it""]","['Do you need', 'more time?']",[],['more time?'],"['Hi -', ""how's it"", 'going?¬†', 'Do you need', 'more time?']","['Hi -', ""how's it"", 'more time?']",[],"['Hi -', 'more time?']",['Hi -'],['Hi -'],[],"['Hi -', ""how's it"", 'Do you need']",['Hi -'],"['Hi -', 'Do you need']","['Hi -', 'more time?']",[]
63,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml,Polite,"['happy to', 'Thank you!', 'sml']","['flattered and', 'happy to', 'complements for', 'my blog!', 'motivates me', 'to write more', 'for my blog.']","['complements for', 'motivates me', 'sml']","['I am really', 'to write more', 'for my blog.', 'sml']",[],"['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'for my blog.', 'Thank you!', 'sml']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'for my blog.', 'Thank you!', 'sml']","['motivates me', 'to write more']","['I am really', 'flattered and', 'happy to', 'my blog!', 'to write more', 'sml']","['I am really', 'motivates me', 'to write more']","['I am really', 'motivates me', 'to write more']",[],"['I am really', 'flattered and', 'You guys', 'to write more', 'for my blog.', 'Thank you!', 'sml']","['I am really', 'my blog!', 'to write more', 'for my blog.']","['I am really', 'flattered and', 'happy to', 'my blog!', 'Thank you!', 'sml']","['I am really', 'flattered and', 'happy to', 'hear those', 'complements for', 'my blog!', 'You guys', 'motivates me', 'to write more', 'for my blog.', 'Thank you!', 'sml']",[]
64,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?",Polite,['please'],"['Hey, I', '<url>', '1:10,', 'holding', 'platinum', 'discs', 'platinum,', ""I'm not sure)"", 'and Millennium.', 'please', 'South']","['found', '<url>', 'and at around', '1:10,', 'Backstreet', 'Boys', 'holding', 'platinum', '(or double', ""for Backstreet's"", 'Back', 'and Millennium.', 'adding', 'South', 'certifications?']","['found', '<url>', 'and at around', '1:10,', 'I think I', 'can see the', 'Backstreet', 'Boys', 'holding', ""for Backstreet's"", 'Back', 'and Millennium.', 'Can you', 'verify and', 'is it possible', 'to use this as', 'a source for', 'adding', 'South', 'certifications?']",[],"['and at around', '1:10,', 'I think I', 'can see the', 'Boys', 'platinum', 'Can you', 'verify and', 'is it possible', 'South', 'African', 'certifications?']","['Hey, I', 'found', '<url>', 'and at around', '1:10,', 'I think I', 'can see the', 'Backstreet', 'Boys', 'holding', 'platinum', 'discs', 'platinum,', ""I'm not sure)"", ""for Backstreet's"", 'Back', 'and Millennium.', 'please', 'is it possible', 'to use this as', 'a source for', 'adding', 'South', 'certifications?']","['Hey, I', 'found', '1:10,', 'I think I', 'can see the', 'Backstreet', 'Boys', 'holding', 'platinum,', ""for Backstreet's"", 'Back', 'and Millennium.', 'please', 'a source for', 'adding', 'certifications?']","['(or double', 'Can you', 'verify and', 'African']","['Hey, I', 'found', '1:10,', 'I think I', 'Backstreet', 'Boys', 'holding', 'platinum,', 'Can you', 'please', 'is it possible', 'a source for', 'adding', 'African', 'certifications?']","['Hey, I', 'found', '<url>', '1:10,', 'I think I', 'Backstreet', '(or double', 'platinum,', 'Can you', 'please', 'verify and', 'is it possible', 'to use this as', 'adding', 'African']","['Hey, I', 'found', '1:10,', 'I think I', 'Backstreet', 'platinum,', 'Can you', 'please', 'is it possible', 'to use this as', 'adding', 'African']",[],"['Hey, I', 'found', '<url>', 'and at around', '1:10,', 'I think I', 'can see the', 'Backstreet', 'Boys', 'platinum,', ""I'm not sure)"", ""for Backstreet's"", 'Back', 'Can you', 'please', 'verify and', 'is it possible', 'to use this as', 'a source for', 'adding', 'South', 'African']","['Hey, I', 'found', '1:10,', 'I think I', 'Backstreet', 'platinum,', ""I'm not sure)"", 'and Millennium.', 'Can you', 'please', 'verify and', 'to use this as', 'adding', 'African']","['Hey, I', 'found', 'holding', 'platinum,', 'and Millennium.', 'Can you', 'please', 'verify and', 'is it possible', 'to use this as', 'adding', 'African', 'certifications?']","['Hey, I', '1:10,', 'platinum,', 'Can you', 'please', 'verify and', 'certifications?']",[]
65,Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,Polite,"['Thank you', 'suggestion where']","['for your kind', 'comment.', 'suggestion where']",['comment.'],"['Thank you', 'the portals', 'should be placed', 'in the article?']",[],"['for your kind', '¬† Do you have a']","['Thank you', 'comment.', 'suggestion where', 'should be placed', 'in the article?']","['Thank you', 'the portals']","['for your kind', '¬† Do you have a', 'the portals']","['Thank you', 'for your kind', 'the portals']","['Thank you', 'for your kind', '¬† Do you have a', 'the portals']","['Thank you', 'for your kind', '¬† Do you have a', 'the portals']",[],"['Thank you', 'for your kind', 'comment.', 'suggestion where', 'should be placed', 'in the article?']",['Thank you'],"['should be placed', 'in the article?']","['Thank you', 'for your kind', 'comment.', '¬† Do you have a', 'suggestion where', 'the portals', 'should be placed', 'in the article?']",[]
66,"@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?",Polite,"['example,', 'Could you', 'please']","['@Colin', 'Fine:', ""I think it's"", 'described.', 'please', 'add your', 'comment as']","['Fine:', 'example,', 'use', 'described.']","['Fine:', 'add your', 'an answer?']",[],['use'],"['@Colin', 'Fine:', ""I think it's"", 'a good', 'example,', 'especially for the', 'use', 'case', 'described.', 'Could you', 'please', 'add your', 'comment as', 'an answer?']","['@Colin', 'Fine:', ""I think it's"", 'a good', 'especially for the', 'use', 'case', 'described.', 'Could you', 'please', 'comment as']",[],"['Fine:', 'a good', 'especially for the', 'case', 'described.', 'please', 'comment as']","['Fine:', ""I think it's"", 'a good', 'example,', 'especially for the', 'use', 'case', 'described.', 'please', 'comment as', 'an answer?']","['Fine:', 'a good', 'especially for the', 'case', 'described.', 'please', 'comment as', 'an answer?']",[],"['@Colin', 'Fine:', ""I think it's"", 'a good', 'example,', 'especially for the', 'use', 'case', 'described.', 'Could you', 'please', 'add your', 'comment as', 'an answer?']","['Fine:', ""I think it's"", 'a good', 'especially for the', 'use', 'case', 'described.', 'please', 'comment as', 'an answer?']","['a good', 'case', 'described.', 'comment as']","['@Colin', 'Fine:', ""I think it's"", 'a good', 'example,', 'especially for the', 'use', 'case', 'described.', 'add your', 'comment as', 'an answer?']",[]
67,@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
68,-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?,Impolite,"['the question', 'is open-ended', 'an answer?']","['-1: For', 'not specifying what', 'you claim', 'the question', 'why accept']","['not specifying what', 'later with', 'you claim', '(interview and', 'why accept']",['an answer?'],[],"['-1: For', 'not specifying what', 'is to be done', 'later with', 'you claim', 'why accept', 'an answer?']","['-1: For', 'not specifying what', 'is to be done', 'later with', 'is open-ended', '(interview and', 'all) then', 'why accept', 'an answer?']","['-1: For', 'not specifying what', 'is to be done', 'later with', '(interview and', 'why accept', 'an answer?']","['the data. If', 'you claim', 'the question']","['-1: For', 'not specifying what', 'is to be done', 'later with', 'you claim', '(interview and', 'an answer?']","['-1: For', 'not specifying what', 'is to be done', 'later with', 'you claim', 'is open-ended']","['-1: For', 'not specifying what', 'is to be done', 'later with', 'you claim', 'is open-ended', '(interview and', 'all) then', 'an answer?']",[],"['-1: For', 'is to be done', 'later with', 'the data. If', 'the question', '(interview and', 'all) then', 'why accept', 'an answer?']","['-1: For', 'is to be done', 'later with', 'the data. If', 'you claim', 'the question', '(interview and', 'all) then', 'why accept', 'an answer?']","['-1: For', 'later with', 'the data. If', 'is open-ended', '(interview and', 'all) then', 'why accept', 'an answer?']","['the data. If', 'an answer?']",[]
69,@Ginoceno Great prediction bro! Nice optimism #FAKEFAN,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
70,<person> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,Impolite,"['I find this', 'conversation', 'referencing', 'What gives?']","['I find this', 'remarkable', 'you have twice', 'quality in']","['conversation', 'remarkable', 'edit', 'war over', 'referencing', 'format to', '<url>.']","['@TestUser,', 'I find this', '<url>.', 'What gives?']",[],"['I find this', 'conversation', 'remarkable', 'edit', 'the detriment of', ""an article's"", '<url>.', 'What gives?']","['I find this', 'conversation', 'remarkable', 'given that', 'war over', 'format to', 'the detriment of', 'the last', '<url>.']","['@TestUser,', 'I find this', 'conversation', 'remarkable', ""an article's"", 'the last']","['@TestUser,', 'you have twice', 'opted to', 'edit', 'referencing', ""an article's"", 'quality in', '24 hours on', 'What gives?']","['@TestUser,', 'I find this', 'conversation', 'remarkable', 'war over', 'the detriment of', ""an article's"", '<url>.']","['@TestUser,', 'remarkable', 'you have twice', 'war over', 'referencing', 'the detriment of', ""an article's"", '24 hours on', '<url>.', 'What gives?']","['@TestUser,', 'conversation', 'remarkable', 'you have twice', 'opted to', 'war over', 'referencing', 'format to', 'the detriment of', ""an article's"", 'quality in', '24 hours on', '<url>.', 'What gives?']",[],"['I find this', 'conversation', 'you have twice', 'opted to', 'edit', 'war over', 'referencing', 'format to', 'the detriment of', ""an article's"", 'the last', '<url>.', 'What gives?']","['you have twice', 'opted to', 'edit', 'war over', 'referencing', 'format to', 'the detriment of', ""an article's"", 'quality in', '<url>.']","['@TestUser,', 'I find this', 'conversation', 'remarkable', 'given that', 'opted to', 'format to', 'the detriment of', ""an article's"", 'quality in', '24 hours on', '<url>.', 'What gives?']","['I find this', 'conversation', 'remarkable', 'you have twice', 'opted to', 'edit', 'war over', 'referencing', 'format to', 'the detriment of', ""an article's"", 'quality in', 'the last', 'What gives?']",[]
71,"Am I indeed ""dishonest"" by responding to you?  Is <url>  correct?",Impolite,"['Am I indeed', 'correct?']",['Am I indeed'],"['""""""dishonest"""" by""', 'responding to you?¬†', 'Is <url>¬†', 'correct?']","['Am I indeed', '""""""dishonest"""" by""', 'responding to you?¬†', 'correct?']",[],"['Am I indeed', '""""""dishonest"""" by""', 'responding to you?¬†', 'Is <url>¬†', 'correct?']","['Am I indeed', '""""""dishonest"""" by""', 'correct?']","['Am I indeed', '""""""dishonest"""" by""', 'responding to you?¬†', 'Is <url>¬†', 'correct?']","['responding to you?¬†', 'Is <url>¬†']","['""""""dishonest"""" by""', 'Is <url>¬†', 'correct?']",['Is <url>¬†'],"['Is <url>¬†', 'correct?']",[],"['Am I indeed', 'responding to you?¬†', 'correct?']","['Am I indeed', 'responding to you?¬†', 'Is <url>¬†', 'correct?']",['Is <url>¬†'],"['Am I indeed', '""""""dishonest"""" by""', 'responding to you?¬†', 'Is <url>¬†', 'correct?']",[]
72,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.,Impolite,"['Are you kidding?¬†', 'only to', 'cancel it', 'because the', 'pilot is', 'overtime.']","['@Delta.¬†', 'Delayed from', '7:30pm to 11:00', 'because the']","['Delayed from', '11:00 -', 'overtime.']","['Are you kidding?¬†', 'Delayed from', '7:30pm to 11:00', 'only to', 'cancel it', 'because the', 'pilot is', 'overtime.']",[],"['only to', 'cancel it', 'pilot is', 'overtime.']","['@Delta.¬†', '7:30pm to 11:00', '11:00 -', 'only to', 'because the', 'pilot is']","['@Delta.¬†', 'Are you kidding?¬†', '11:00 -', 'cancel it', 'because the']","['Are you kidding?¬†', 'Delayed from', 'cancel it', 'overtime.']","['Are you kidding?¬†', '11:00 -', 'cancel it']","['Are you kidding?¬†', 'Delayed from', '11:00 -', 'cancel it', 'overtime.']","['Are you kidding?¬†', 'Delayed from', '11:00 -', 'cancel it', 'overtime.']",[],"['@Delta.¬†', '11:00 -', 'only to', 'cancel it', 'because the', 'pilot is']","['Are you kidding?¬†', 'Delayed from', '11:00 -', 'cancel it', 'pilot is']","['7:30pm to 11:00', '11:00 -', 'because the', 'pilot is']","['@Delta.¬†', 'Are you kidding?¬†', 'Delayed from', '7:30pm to 11:00', '11:00 -', 'only to', 'cancel it', 'because the', 'overtime.']",[]
73,"How about this for a novel solution?  The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of ""Sorry, I'm topic-banned from discussing this""?",Impolite,"['How about this', 'solution?¬†', 'why not delete it']","['How about this', 'The next', 'editor', 'something to', 'summary of']","['solution?¬†', 'banned', 'editor', '""""""Sorry, I\'m""', 'topic-banned']","['for a novel', 'solution?¬†', 'time a', 'banned', 'editor', 'your page,', 'why not delete it', 'yourself with', 'an edit', 'summary of', '""""""Sorry, I\'m""', 'topic-banned', '""from discussing this""""?""', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']",[],"['solution?¬†', 'time a', 'banned', 'editor', 'something to', 'why not delete it', 'an edit', 'summary of', '""""""Sorry, I\'m""', 'topic-banned', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']","['How about this', 'solution?¬†', 'The next', 'time a', 'banned', 'editor', 'something to', 'yourself with', 'an edit', 'summary of', '""""""Sorry, I\'m""', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']","['How about this', 'solution?¬†', 'The next', 'banned', 'editor', 'posts', 'an edit', '""""""Sorry, I\'m""', 'topic-banned', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']","['for a novel', 'posts', 'your page,', 'why not delete it', 'topic-banned', '""from discussing this""""?""']","['solution?¬†', 'The next', 'banned', 'editor', 'posts', 'why not delete it', 'an edit', '""""""Sorry, I\'m""', 'topic-banned', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']","['for a novel', 'The next', 'time a', 'something to', 'your page,', 'why not delete it', 'topic-banned', '""from discussing this""""?""', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']","['for a novel', 'The next', 'time a', 'editor', 'something to', 'your page,', 'why not delete it', 'summary of', 'topic-banned', '""from discussing this""""?""', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']",[],"['How about this', 'for a novel', 'solution?¬†', 'The next', 'banned', 'yourself with', 'summary of', '""""""Sorry, I\'m""', 'topic-banned', '""from discussing this""""?""', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']","['The next', 'time a', 'banned', 'editor', 'your page,', 'yourself with', 'summary of', '""""""Sorry, I\'m""', 'topic-banned', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']","['How about this', 'for a novel', 'solution?¬†', 'The next', 'time a', 'banned', 'editor', 'posts', 'something to', 'your page,', 'why not delete it', 'yourself with', 'an edit', 'summary of', '""""""Sorry, I\'m""', 'topic-banned', '""from discussing this""""?""', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']","['solution?¬†', 'time a', 'banned', 'something to', 'your page,', '""""""Sorry, I\'m""', 'this', 'a', 'next', 'a', 'page,', 'it', 'edit', ""I'm"", 'discussing', '""this""""?""']",[]
